"Match ID","Match Score","Team","Player","K","D","A","Damage","ADR","ADR Differ...","HLTV Rating 2.1","KAST, %","Open kills","Trade kills"
"725558362871580","13-3","Commies","第三块冰","29","9","5","2893","181","+104","2.59","87","3","3"
"725558362871580","13-3","Commies","inferno resident","21","10","8","2239","140","+60","1.95","87","1","4"
"725558362871580","13-3","Commies","Hy'Te.Wouldw0w~","14","11","5","1589","99","+25","1.28","87","1","3"
"725558362871580","13-3","Commies","1tap","12","11","7","1387","87","+4","1.27","81","4","0"
"725558362871580","13-3","Commies","Worldwidewebb","14","11","2","1120","70","-3","1.1","81","0","4"
"725558362871580","13-3","Commies","S1ayer","6","13","2","677","42","-38","0.6","62","1","0"
"725558362871580","13-3","Anti-China","ChinaIsMid","13","13","4","1633","102","+12","1.24","81","2","2"
"725558362871580","13-3","Anti-China","󠀡󠀡Chris","9","14","4","1179","74","-9","0.91","68","3","0"
"725558362871580","13-3","Anti-China","FWobbles","10","14","2","1117","70","-19","0.77","62","0","3"
"725558362871580","13-3","Anti-China","BerserkBoris","8","13","3","994","62","-19","0.76","75","0","2"
"725558362871580","13-3","Anti-China","󠀡󠀡 󠀡✪ Imma Lexus 🚗","9","13","2","864","54","-35","0.7","62","0","3"
"725558362871580","13-3","Anti-China","Berome","8","15","0","694","43","-50","0.44","37","0","1"
"725558362871580","13-3","Anti-China","Tiannemen Square","6","14","1","754","47","-44","0.43","37","1","0"
