"Match ID","Match Score","Team","Player","K","D","A","Damage","ADR","ADR Differ...","HLTV Rating 2.1","KAST, %","Open kills","Trade kills"
"623103332405710","2-13","Team 2","󠀡󠀡 󠀡✪ Imma Lexus 🚗","23","15","4","2156","94","+21","1.44","78","3","5"
"623103332405710","2-13","Team 2","󠀡󠀡Chris","22","14","1","2049","89","+23","1.28","60","1","1"
"623103332405710","2-13","Team 2","riedymj","14","16","7","1696","74","0","1.07","78","3","2"
"623103332405710","2-13","Team 2","FWobbles","15","17","9","1814","79","+1","1.04","78","1","1"
"623103332405710","2-13","Team 2","Berome","14","18","8","1784","78","-7","0.82","60","0","2"
"623103332405710","2-13","Team 2","߷","13","20","2","1202","52","-36","0.66","60","0","0"
"623103332405710","2-13","Team 2","Give Me My Jeff Back","10","20","6","1278","56","-38","0.6","52","2","1"
"623103332405710","2-13","Team 1","GibboCounterStrike","43","11","2","3670","160","+91","2.57","86","2","9"
"623103332405710","2-13","Team 1","inferno resident","24","21","4","2702","117","+20","1.33","65","1","1"
"623103332405710","2-13","Team 1","stellated dodecahedrons","16","18","5","1821","79","+3","1.13","78","4","3"
"623103332405710","2-13","Team 1","pancake","13","20","4","1376","60","-28","0.84","56","4","4"
"623103332405710","2-13","Team 1","sheezking1980","10","21","13","1763","77","-18","0.78","78","2","2"
"623103332405710","2-13","Team 1","BerserkBoris","14","20","5","1323","58","-37","0.7","65","0","3"
